Symbol,Shares,Trade Price,Trade Date,Shares Outstanding,Open Price,Close Price,Avg daily Volume,Side,Broker
AREX ,30096,8.086646,12/2/2014,40550846.96,7.8401,8.28,2611190,buy,Dilbert
ARG  ,190850,114.220311,12/2/2014,75223225.66,114.09,114.94,815680,buy,Dilbert
ARGKF,14,24.72,12/2/2014,259019012.9,99,99,1232,buy,Dilbert
ARH.P,10,27.15,12/2/2014,99,27.15,27.15,8801,buy,Dilbert
ARI  ,4812,16.694159,12/2/2014,46367513.47,16.6739,16.73,214244,buy,Dilbert
ARIA ,16791,7.248909,12/2/2014,178991296.3,7.1123,7.38,7818506,buy,Dilbert
ARII ,16000,56.088872,12/2/2014,20857848.22,55.7,56.14,415240,buy,Dilbert
ARKAY,10453,72.392448,12/2/2014,61473047.84,99,99,1101772,buy,Dilbert
ARLP ,12137,44.344104,12/2/2014,72368223.78,43.08,44.53,227472,buy,Dilbert
ARMH ,38078,41.878898,12/2/2014,482514734.8,41.8,43.43,4219317,buy,Dilbert
ARMK ,68904,29.811247,12/2/2014,231092788.1,29.41,29.97,571792,buy,Dilbert
ARNA ,10992,4.158,12/2/2014,215463173.9,4.1,4.19,3913271,buy,Dilbert
ARO  ,171815,3.136389,12/2/2014,79830976.74,3.03,3.46,2351994,buy,Dilbert
ARP  ,100,13.2,12/2/2014,79138627.27,13.18,13.18,1067917,buy,Dilbert
ARPI ,29728,17.490886,12/2/2014,32687603.56,17.44,18.81,205953,buy,Dilbert
ARQL ,9900,1.268509,12/2/2014,61367907.01,1.24,1.3,176648,buy,Dilbert
ARR  ,1740,3.945,12/2/2014,355921248.1,3.93,3.95,4856679,buy,Dilbert
ARRS ,7444,29.274583,12/2/2014,145002627,29.2,29.41,1040465,buy,Dilbert
ARRY ,700,3.958571,12/2/2014,129345024.3,3.94,3.9707,1093729,buy,Dilbert
ARSLF,28000,0.03,12/2/2014,499885233.3,99,99,37500,buy,Dilbert
ARTNA,11,21.5,12/2/2014,7949125.535,21.34,21.34,18937,buy,Dilbert
ARUN ,19065,18.500224,12/2/2014,110212568.4,18.405,18.65,2205791,buy,Dilbert
ARW  ,15102,57.977981,12/2/2014,96577938.8,57.7,58.4,283236,buy,Dilbert
ARWR ,1723,5.26,12/2/2014,56038144.13,5.2011,5.32,2189858,buy,Dilbert
ARZTY,1056,39.062778,12/2/2014,186531111.1,99,99,1113021,buy,Dilbert
ASAZY,5838,26.986852,12/2/2014,712876161.9,99,99,2486673,buy,Dilbert
ASBC ,27590,18.354309,12/2/2014,152797051.2,18.16,18.44,985985,buy,Dilbert
ASBFY,187,50.152074,12/2/2014,795418458.8,99,99,957876,buy,Dilbert
ASC  ,5653,9.624815,12/2/2014,26662532.22,9.45,9.91,80487,buy,Dilbert
ASCMA,7003,53.884679,12/2/2014,13258807.23,52.78,54.96,64649,buy,Dilbert
ASEI ,2214,48.697692,12/2/2014,7716209.361,48.19,48.83,64100,buy,Dilbert
ASGLY,564,4.9,12/2/2014,1187331301,99,99,5816819,buy,Dilbert
ASGN ,132287,31.283388,12/2/2014,51599701.09,30.91,31.38,350391,buy,Dilbert
ASH  ,9652,115.955715,12/2/2014,69245360.44,115.54,116.94,994521,buy,Dilbert
ASHTY,521,65.97725,12/2/2014,123187626.2,99,99,943599,buy,Dilbert
ASMI ,705,40.68,12/2/2014,64455178.49,40.68,40.68,337839,buy,Dilbert
ASML ,54903,105.778732,12/2/2014,437651972.2,105.122,106.12,2319176,buy,Dilbert
ASNA ,313377,13.031909,12/2/2014,162499833.9,12.93,13.5,3354745,buy,Dilbert
ASOMY,2355,36.289,12/2/2014,86100308.04,99,99,1414613,buy,Dilbert
ASPN ,103,7.05,12/2/2014,24231285.11,7.09,7.09,41571,buy,Dilbert
ASPS ,4524,48.515238,12/2/2014,20274303.17,47.98,48.76,255770,buy,Dilbert
ASPX ,5932,23.073694,12/2/2014,27673971.84,23.12,23.52,129244,buy,Dilbert
ASR  ,1200,126.102333,12/2/2014,28677426.28,125.325,127.565,76428,buy,Dilbert
ASTC ,1000,2.58,12/2/2014,20232441.86,2.56,2.56,78801,buy,Dilbert
ASTE ,1535,38.453137,12/2/2014,22551679.95,38.38,38.86,69169,buy,Dilbert
ASTI ,200,1.525,12/2/2014,16941134.11,1.51,1.54,328422,buy,Dilbert
ASX  ,3340,5.998824,12/2/2014,1572731433,5.985,6.02,5294712,buy,Dilbert
ASXFY,6786,30.5375,12/2/2014,192828275.5,99,99,403074,buy,Dilbert
ASYS ,8400,8.626159,12/2/2014,9727313.158,8.5,8.64,14432,buy,Dilbert
AT   ,2432,2.3075,12/2/2014,120938312,2.29,2.31,1138791,buy,Dilbert
ATAI ,1000,3.72,12/2/2014,99,3.72,3.72,250,buy,Dilbert
ATASY,3159,12.2884,12/2/2014,1689345518,99,99,7135595,buy,Dilbert
ATE  ,1000,11.9801,12/2/2014,200086949.5,12.05,12.05,1399272,buy,Dilbert
ATEN ,10667,4.016533,12/2/2014,60315934.82,4.01,4.04,251927,buy,Dilbert
ATHM ,21564,40.975013,12/2/2014,99,39.9,42.06,963020,buy,Dilbert
ATHN ,243693,116.518932,12/2/2014,38441507,115.82,118.125,495299,buy,Dilbert
ATHX ,200,1.385,12/2/2014,75557121.91,1.38,1.38,214733,buy,Dilbert
ATI  ,49439,32.594523,12/2/2014,109782580.1,32.5,34.5,742533,buy,Dilbert
ATK  ,45049,110.192884,12/2/2014,32272296.59,110.1,111.19,240569,buy,Dilbert
ATLCY,1288,25.56625,12/2/2014,394921549.7,99,99,1777128,buy,Dilbert
ATLKY,7106,28.245644,12/2/2014,844694856.3,99,99,4680558,buy,Dilbert
ATLS ,100,32.86,12/2/2014,50400669.51,32.9,32.9,2201064,buy,Dilbert
ATML ,9751,7.971665,12/2/2014,408894424.8,7.945,7.99,4948470,buy,Dilbert
ATMP ,2015,30.14,12/2/2014,12544830.35,29.86,30.65,354363,buy,Dilbert
ATNI ,4009,69.1724,12/2/2014,15658321.58,67.68,69.39,69735,buy,Dilbert
ATNM ,549,5.30625,12/2/2014,31387634.39,5.26,5.63,91114,buy,Dilbert
ATO  ,90482,54.022807,12/2/2014,100180864.8,53.23,54.28,586172,buy,Dilbert
ATR  ,8094,65.545455,12/2/2014,64288835.74,65.16,65.81,257523,buy,Dilbert
ATRA ,200,30.1475,12/2/2014,17906137.56,28.885,31.6,111731,buy,Dilbert
ATRC ,7182,18.643874,12/2/2014,27068262.45,18.45,18.62,122884,buy,Dilbert
ATRI ,302,324.0525,12/2/2014,1936784.536,322.34,324.99,1595,buy,Dilbert
ATRO ,50816,47.571179,12/2/2014,14454156.53,46.71,47.89,191326,buy,Dilbert
ATRS ,85900,2.374689,12/2/2014,127544177.2,2.3,2.395,894244,buy,Dilbert
ATSG ,32984,7.839581,12/2/2014,62985453.97,7.78,7.85,120486,buy,Dilbert
ATTO ,11300,10.985943,12/2/2014,73896876.83,11.01,11.06,36617,buy,Dilbert
ATU  ,9203,28.797523,12/2/2014,64658982.31,28.74,28.97,549541,buy,Dilbert
ATVI ,502527,21.074572,12/2/2014,718222760.5,20.89,21.45,4803864,buy,Dilbert
ATW  ,82067,32.274993,12/2/2014,64214514.47,31.68,33.1,2738276,buy,Dilbert
AU   ,43710,8.907709,12/2/2014,409023168,8.8,9.2,4751136,buy,Dilbert
AUDC ,200,4.665,12/2/2014,43111021.18,4.71,4.71,169985,buy,Dilbert
AUMN ,1600,0.557558,12/2/2014,51381732.96,0.54,0.5642,124405,buy,Dilbert
AUO  ,105928,4.65576,12/2/2014,972942823.7,4.74,4.745,4774734,buy,Dilbert
AUPH ,900,3.9225,12/2/2014,31641074.85,3.89,4.05,47244,buy,Dilbert
AUQ  ,140378,3.562408,12/2/2014,268360081.3,3.42,3.69,7496410,buy,Dilbert
AUXL ,18339,33.601429,12/2/2014,51612285.19,33.535,33.941,2670871,buy,Dilbert
AUY  ,80692,3.957213,12/2/2014,903806542.4,3.9,4.08,14783632,buy,Dilbert
AV   ,64655,15.628949,12/2/2014,1480892867,15.61,15.94,17076642,buy,Dilbert
AVA  ,20471,34.169727,12/2/2014,62458489.88,33.92,34.27,305970,buy,Dilbert
AVAL ,1315736,11.951412,12/2/2014,282294866.4,11.89,13.4882,750556,buy,Dilbert
AVAV ,6207,26.678463,12/2/2014,23009565.55,26.347,26.73,213914,buy,Dilbert
AVB  ,144755,161.585477,12/2/2014,132113420.8,160.5,163.13,546363,buy,Dilbert
AVD  ,7800,10.538779,12/2/2014,29003160.91,10.45,10.76,160242,buy,Dilbert
AVEO ,3000,0.871052,12/2/2014,51594835.64,0.86,0.88,51621,buy,Dilbert
AVG  ,30827,19.501268,12/2/2014,51287925.77,19.29,19.65,456940,buy,Dilbert
AVGO ,188136,91.34471,12/2/2014,252020298.7,89.91,92.46,1979411,buy,Dilbert
AVH  ,11094,12.037167,12/2/2014,42843174.07,11.9697,12.24,314088,buy,Dilbert
AVHI ,46,14.53,12/2/2014,22416364.76,14.8,14.8,34033,buy,Dilbert
AVIV ,54430,34.092527,12/2/2014,46739935.99,33.52,34.13,202738,buy,Dilbert
AVK  ,969,16.83525,12/2/2014,23713788.95,16.8,16.88,78693,buy,Dilbert
AVNR ,13196725,16.955958,12/2/2014,168110655,16.91,17.01,82066420,buy,Dilbert
AVNW ,1200,1.452,12/2/2014,62497539.14,1.44,1.49,280545,buy,Dilbert
AVP  ,1230456,9.702165,12/2/2014,430535999,9.59,9.785,13172120,buy,Dilbert
AVT  ,22004,43.679345,12/2/2014,136723898.7,43.48,43.88,402422,buy,Dilbert
AVX  ,164,14.26,12/2/2014,168545992.4,14.26,14.27,144487,buy,Dilbert
AVY  ,45272,49.80731,12/2/2014,89862957.7,49.1,49.98,1157455,buy,Dilbert
AWAY ,21621,31.716782,12/2/2014,94381767.34,31.315,32.22,1438025,buy,Dilbert
AWCMY,3384,5.642582,12/2/2014,675692618.4,99,99,2320621,buy,Dilbert
AWH  ,20572,37.579834,12/2/2014,96067817.72,37.5,37.69,294282,buy,Dilbert
AWI  ,13494,49.882353,12/2/2014,54555581.73,49.66,50.01,284593,buy,Dilbert
AWK  ,62819,52.435167,12/2/2014,178783815.4,52.0701,52.61,845674,buy,Dilbert
AWP  ,384,6.94402,12/2/2014,86154852.05,6.94,6.95,210200,buy,Dilbert
AWR  ,42498,34.95679,12/2/2014,37753427.96,34.46,35.12,160283,buy,Dilbert
AXAHY,5242,23.871278,12/2/2014,2428416343,99,99,7234180,buy,Dilbert
AXAS ,278153,3.254167,12/2/2014,105928592.7,3.16,3.355,3321379,buy,Dilbert
AXBKY,23500,39.6,12/2/2014,461118235,99,99,1171533,buy,Dilbert
AXE  ,31936,85.199748,12/2/2014,32810298.61,84.85,85.47,331393,buy,Dilbert
AXL  ,10766,21.402437,12/2/2014,74828411.65,21.25,21.47,771657,buy,Dilbert
AXLL ,136565,44.061188,12/2/2014,60019918.37,35.03,44.44,689124,buy,Dilbert
AXP  ,219052,92.742538,12/2/2014,1027969338,91.69,93,3111915,buy,Dilbert
AXS  ,102246,49.85146,12/2/2014,102109109.6,49.67,49.98,483229,buy,Dilbert
AXST ,200400,0.02,12/2/2014,48057750,99,99,72100,buy,Dilbert
AXTA ,519810,23.777403,12/2/2014,224334623.8,22.34,24.48,1059211,buy,Dilbert
AXU  ,7500,0.608968,12/2/2014,73181969.49,0.5868,0.635,326290,buy,Dilbert
AXX  ,1800,0.26326,12/2/2014,133863399.1,0.24,0.28,592060,buy,Dilbert
AYI  ,36815,138.485797,12/2/2014,42917715.02,136.9,138.97,218677,buy,Dilbert
AYR  ,282812,20.626564,12/2/2014,80049379.85,20.37,20.68,744177,buy,Dilbert
AZN  ,100827,73.107092,12/2/2014,1279840347,72.59,73.45,6354815,buy,Dilbert
AZO  ,29263,581.694409,12/2/2014,31714342.45,571.52,586.36,453833,buy,Dilbert
AZPN ,522978,34.700343,12/2/2014,95928160.33,33.79,38.99,1087372,buy,Dilbert
AZSEY,7720,17.04912,12/2/2014,4596514423,99,99,21560032,buy,Dilbert
AZZ  ,6498,44.664586,12/2/2014,25108312.37,44.44,44.86,94453,buy,Dilbert
B    ,1929,37.075156,12/2/2014,53680835.01,36.41,37.25,244114,buy,Dilbert
BA   ,341221,132.300261,12/2/2014,713543294.8,131.8,132.99,2900382,buy,Dilbert
BAA  ,129997,0.145263,12/2/2014,253441960.1,0.142,0.15,1667996,buy,Dilbert
BABA ,217552,108.450031,12/2/2014,99,106.641,110.39,18703780,buy,Dilbert
BABY ,5656,33.771739,12/2/2014,32286328.32,33.57,33.95,149582,buy,Dilbert
BAC  ,1282636,17.029556,12/2/2014,10368940539,16.7503,17.145,62531960,buy,Dilbert
BACHY,858,13.08,12/2/2014,3223204917,99,99,34702955,buy,Dilbert
BAESY,19879,30.059056,12/2/2014,783936734.3,99,99,2154969,buy,Dilbert
BAFYY,18111,5.931974,12/2/2014,349229106.7,99,99,2402500,buy,Dilbert
BAH  ,6475,27.4343,12/2/2014,146652638.7,27.27,27.54,479420,buy,Dilbert
BAK  ,578054,14.898304,12/2/2014,167820420.9,14.65,15.02,1564503,buy,Dilbert
BALT ,185618,2.791865,12/2/2014,51543710.2,2.71,2.85,1451740,buy,Dilbert
BAM  ,828524,50.198422,12/2/2014,626693292.8,49.82,50.32,2436093,buy,Dilbert
BAMXY,6075,37.8,12/2/2014,1832497526,99,99,7698106,buy,Dilbert
BANC ,221,10.93,12/2/2014,32492532.31,10.92,10.94,197488,buy,Dilbert
BANF ,714,62.874444,12/2/2014,15335924.78,62.65,63.36,17716,buy,Dilbert
BANR ,7,41.32,12/2/2014,19184571.64,41.32,41.32,48299,buy,Dilbert
BAP  ,20192,166.196795,12/2/2014,79021616.27,164.78,167.5,191573,buy,Dilbert
BAS  ,279979,7.982444,12/2/2014,43201255.9,7.25,8.39,4589729,buy,Dilbert
BASFY,5974,90.693046,12/2/2014,916649001.8,99,99,5554407,buy,Dilbert
BAX  ,266332,73.36407,12/2/2014,538334378.2,72.76,73.73,2597493,buy,Dilbert
BAYRY,27209,149.328886,12/2/2014,832233246.2,99,99,3752388,buy,Dilbert
BBBY ,74660,72.998754,12/2/2014,185122381,72.55,73.63,2163344,buy,Dilbert
BBCN ,390808,13.656771,12/2/2014,79167368.71,13.56,13.89,651569,buy,Dilbert
BBD  ,136071,14.441569,12/2/2014,2128792761,14.19,14.797032,15831511,buy,Dilbert
BBEP ,400,11.395,12/2/2014,193476717.7,11.2,11.52,3864237,buy,Dilbert
BBG  ,567758,9.618417,12/2/2014,51121106.81,9.34,10.01,3701197,buy,Dilbert
BBL  ,20699,47.54533,12/2/2014,1036457756,47.229,47.95,7675405,buy,Dilbert
BBLU ,300,1.183333,12/2/2014,76733489.54,1.17,1.19,227197,buy,Dilbert
BBN  ,71,21.42,12/2/2014,57156317.46,21.46,21.46,114935,buy,Dilbert
BBOX ,410,22.988,12/2/2014,15342054.49,22.71,23.29,48060,buy,Dilbert
BBRG ,172500,13.024178,12/2/2014,20536041.85,12.71,13.05,242281,buy,Dilbert
BBRY ,271586,10.575209,12/2/2014,513704303.6,10.25,10.795,13854296,buy,Dilbert
BBSEY,3913,12.4675,12/2/2014,1998052247,99,99,3772865,buy,Dilbert
BBSI ,1310,21.102542,12/2/2014,6793009.282,20.62,21.2046,177930,buy,Dilbert
BBT  ,95255,37.331785,12/2/2014,714888957.3,36.92,37.43,3693041,buy,Dilbert
BBVA ,156371,10.640329,12/2/2014,6155603628,10.63,10.72,36801879,buy,Dilbert
BBW  ,9414,20.058333,12/2/2014,17775398.93,19.79,20.61,276741,buy,Dilbert
BBX  ,16,16.44,12/2/2014,17252784,16.4,16.4,19297,buy,Dilbert
BBY  ,872264,37.273125,12/2/2014,349505782.7,37.02,37.99,7265130,buy,Dilbert
BC   ,116468,48.99,12/2/2014,92861067.07,48.71,49.48,753972,buy,Dilbert
BCA  ,6746,18.4671,12/2/2014,230545635.2,18.49,18.7,175927,buy,Dilbert
BCC  ,10070,36.318431,12/2/2014,38557012.33,35.7,36.57,206981,buy,Dilbert
BCE  ,38997,46.312529,12/2/2014,851164454,46.03,47.02,4473717,buy,Dilbert
BCEI ,62838,24.963856,12/2/2014,42527162.53,24.36,25.75,1608242,buy,Dilbert
BCF  ,80,7.77995,12/2/2014,56879416.97,7.75,7.77,329630,buy,Dilbert
BCH  ,214,71.45,12/2/2014,158311801.3,71.37,71.48,85591,buy,Dilbert
BCO  ,5326,21.807936,12/2/2014,48559040.4,21.72,22.18,249646,buy,Dilbert
BCOR ,14120,14.255552,12/2/2014,40615615.39,14.1,14.46,250428,buy,Dilbert
BCOV ,207,5.9075,12/2/2014,31958891.5,5.88,5.91,223926,buy,Dilbert
BCPC ,2732,64.409,12/2/2014,30360931.12,63.61,64.5,105535,buy,Dilbert
BCR  ,86707,170.955177,12/2/2014,74495114.35,169.56,171.54,530027,buy,Dilbert
BCRH ,100,16.88,12/2/2014,8822571.09,16.88,16.88,18720,buy,Dilbert
BCRX ,9628,10.55,12/2/2014,70024826.45,10.35,10.56,611719,buy,Dilbert
BCS  ,31363,15.354906,12/2/2014,4070136290,15.331,15.41,14577939,buy,Dilbert
BCS.P,5,25.44,12/2/2014,99,25.44,25.44,80742,buy,Dilbert
BCX  ,73,10.373333,12/2/2014,46380476.96,10.36,10.36,225802,buy,Dilbert
BDBD ,15003,10.353616,12/2/2014,61999452.2,10.3,10.54,713239,buy,Dilbert
BDC  ,2420,72.559,12/2/2014,42411695.11,71.97,73.51,206241,buy,Dilbert
BDE  ,400,8.805,12/2/2014,32391867.15,8.65,8.94,144843,buy,Dilbert
BDJ  ,1325,8.3525,12/2/2014,178784670.6,8.35,8.36,450429,buy,Dilbert
BDN  ,161537,15.497242,12/2/2014,177964066.1,15.27,15.64,1118183,buy,Dilbert
BDORY,10446,10.441,12/2/2014,2980772328,99,99,6687935,buy,Dilbert
BDSI ,467248,14.785164,12/2/2014,50855298.34,14.59,15.09,1179185,buy,Dilbert
BDVSY,581,51.095,12/2/2014,172074549.7,99,99,697205,buy,Dilbert
BDX  ,411929,140.925083,12/2/2014,192284252.6,140.28,141.5,1307423,buy,Dilbert
BEAT ,100,9.95,12/2/2014,26389001.01,9.93,9.93,220397,buy,Dilbert
BEAV ,75595,78.905126,12/2/2014,102635727.2,76.69,80.3,3023936,buy,Dilbert
BEBE ,300,2.663333,12/2/2014,84894754.54,2.66,2.69,1023269,buy,Dilbert
BECN ,43505,26.780922,12/2/2014,48969015.34,26.36,28.03,513510,buy,Dilbert
BEE  ,259891,12.78268,12/2/2014,252170469,12.69,12.875,9293000,buy,Dilbert
BEE.P,16000,25.3927,12/2/2014,3661595.655,25.39,25.65,13302,buy,Dilbert
BEL  ,36572,11.084049,12/2/2014,103425647.5,10.93,11.51,314372,buy,Dilbert
BELFB,2576,26.763846,12/2/2014,9449967.648,26.38,26.94,45188,buy,Dilbert
BEN  ,141896,57.370276,12/2/2014,618977708.9,56.45,57.715,1155378,buy,Dilbert
BEP  ,700,30.855714,12/2/2014,143403361.4,30.49,31.11,226991,buy,Dilbert
BERY ,38867,29.653722,12/2/2014,117389921.8,29.37,29.88,1045711,buy,Dilbert
BF.A ,100,95.25,12/2/2014,84518125.76,95.25,95.25,5320,buy,Dilbert
BF.B ,62369,95.611807,12/2/2014,128928112.5,93.18,95.91,614363,buy,Dilbert
BFAM ,1480,44.573636,12/2/2014,65361400.68,44.4,44.955,197074,buy,Dilbert
BFR  ,52912,14.062218,12/2/2014,244443213.7,12.14,14.17,163194,buy,Dilbert
BFS  ,1500,54.660063,12/2/2014,20617215.15,53.75,54.6,14061,buy,Dilbert
BG   ,57453,90.576052,12/2/2014,145365313.9,90.301,91.03,1300997,buy,Dilbert
BGAOY,1716,7.751,12/2/2014,1719840624,99,99,5762862,buy,Dilbert
BGB  ,274,16.211475,12/2/2014,44522191.42,16.2001,16.21,155319,buy,Dilbert
BGC  ,13650,13.485219,12/2/2014,48875064.65,13.2,13.69,844471,buy,Dilbert
BGCP ,31508,8.840673,12/2/2014,184070242,8.78,8.92,781914,buy,Dilbert
BGFV ,200,12.895,12/2/2014,22063185.88,12.81,13,121041,buy,Dilbert
BGG  ,28452,20.609132,12/2/2014,44642902.29,20.26,20.79,345983,buy,Dilbert
BGS  ,6386,28.611667,12/2/2014,53173895.88,28.45,28.67,372558,buy,Dilbert
BGX  ,2,16.21,12/2/2014,12709835.84,16.21,16.21,33182,buy,Dilbert
BGY  ,908,7.2855,12/2/2014,110812009.2,7.27,7.295,561455,buy,Dilbert
BH   ,125,376.895,12/2/2014,2048380.665,374.25,377.62,5271,buy,Dilbert
BHB  ,100,30.4,12/2/2014,5919463.816,30.4,30.4,3497,buy,Dilbert
BHBK ,31069,13.186919,12/2/2014,28257963.71,13.12,13.23,100500,buy,Dilbert
BHE  ,4393,23.863571,12/2/2014,52359023.15,23.76,24.04,267898,buy,Dilbert
BHI  ,386226,56.715166,12/2/2014,431595212,55.7,63.51,9833420,buy,Dilbert
BHK  ,442,13.3063,12/2/2014,54193244.92,13.28,13.3,107517,buy,Dilbert
BHKLY,92,70.6718,12/2/2014,516017006.6,99,99,876451,buy,Dilbert
BHLB ,12206,25.4426,12/2/2014,24754813.97,25.11,25.11,117506,buy,Dilbert
BHP  ,30058,51.409875,12/2/2014,1552760996,50.93,51.87,8538216,buy,Dilbert
BID  ,42578,39.051259,12/2/2014,67989684.79,38.3,39.67,1126498,buy,Dilbert
BIDU ,351266,235.435287,12/2/2014,99,232.88,237.79,2567591,buy,Dilbert
BIF  ,11,9.073333,12/2/2014,25402360.92,9.06,9.079,102456,buy,Dilbert
BIG  ,106331,47.933357,12/2/2014,55632581.65,47.46,48.69,1021134,buy,Dilbert
BIIB ,324119,329.367051,12/2/2014,221162142.8,307.44,335.65,6205149,buy,Dilbert
BIN  ,14359,30.550241,12/2/2014,114520856.5,30.32,30.67,834296,buy,Dilbert
BIND ,10000,6.603462,12/2/2014,16364583.73,6.48,6.6407,123740,buy,Dilbert
BIO  ,10350,119.441347,12/2/2014,23745344.48,117.99,120.405,171424,buy,Dilbert
BIOA ,100,10.09,12/2/2014,21944206.14,10.09,10.09,60396,buy,Dilbert
BIOD ,100,1.43,12/2/2014,23326740.56,1.43,1.43,50485,buy,Dilbert
BIOL ,100,2.52,12/2/2014,57192539.68,2.52,2.52,113625,buy,Dilbert
BIOS ,18531,6.513949,12/2/2014,68069807.28,6.46,6.6,547309,buy,Dilbert
BIP  ,68399,42.254518,12/2/2014,148346122,41.54,42.65,410037,buy,Dilbert
BIRT ,5312,3.584103,12/2/2014,46611215.17,3.57,3.61,157386,buy,Dilbert
BIT  ,110,17.5411,12/2/2014,38375838.32,17.47,17.57,88197,buy,Dilbert
BITA ,114746,79.12882,12/2/2014,99,78.16,82.515,1223371,buy,Dilbert
BJRI ,767754,48.717528,12/2/2014,25939913.22,47.98,49.305,420294,buy,Dilbert
BK   ,660727,40.091119,12/2/2014,1111552006,39.355,40.319,3772274,buy,Dilbert
BK.PR,5,24.1801,12/2/2014,23319175.69,24.1801,24.1801,56639,buy,Dilbert
BKCC ,400,8.82,12/2/2014,73280318.01,8.8,8.8399,402668,buy,Dilbert
BKD  ,7274,35.113034,12/2/2014,184126120.5,34.97,35.24,956613,buy,Dilbert
BKE  ,800,49.40125,12/2/2014,48520966.59,49.19,49.53,164598,buy,Dilbert
BKH  ,569,54.293333,12/2/2014,44027200.39,54.21,54.21,153010,buy,Dilbert
BKHYY,570,24.27,12/2/2014,267200296.2,99,99,435900,buy,Dilbert
BKJAY,860,22.826133,12/2/2014,320237348.7,99,99,841740,buy,Dilbert
BKLN ,78790,24.243265,12/2/2014,253187309.2,24.22,24.27,3404486,buy,Dilbert
BKNIY,3185,9,12/2/2014,883546447.9,99,99,8482508,buy,Dilbert
BKRKY,75,18.6775,12/2/2014,1250857229,99,99,889737,buy,Dilbert
BKS  ,88470,22.219891,12/2/2014,61933882.06,21.94,22.89,463483,buy,Dilbert
BKT  ,280,6.4536,12/2/2014,63907362.29,6.4515,6.46,120397,buy,Dilbert
BKU  ,1650,29.616921,12/2/2014,101457887.5,29.57,29.695,398238,buy,Dilbert
BKW  ,29659,33.851342,12/2/2014,354259545.9,33.46,34.07,2790951,buy,Dilbert
BLDP ,4100,2.187143,12/2/2014,128662395.2,2.17,2.23,1047220,buy,Dilbert
BLDR ,4449,6.417027,12/2/2014,93607787.26,6.31,6.51,307144,buy,Dilbert
BLK  ,29573,355.590319,12/2/2014,165010826.7,353.93,356.45,571836,buy,Dilbert
BLKB ,3412,42.5925,12/2/2014,46244809.99,42.44,42.67,287439,buy,Dilbert
BLL  ,73796,67.606833,12/2/2014,136483485.3,67.27,67.91,1283711,buy,Dilbert
BLMN ,15300,22.61669,12/2/2014,122740201.1,22.18,22.8,2582022,buy,Dilbert
BLOX ,23900,18.095025,12/2/2014,55399977,17.94,18.34,600891,buy,Dilbert
BLT  ,21329,16.853767,12/2/2014,48714136.34,16.25,17,389421,buy,Dilbert
BLUE ,6970,40.981429,12/2/2014,27774261.98,39.91,41.13,237100,buy,Dilbert
BMA  ,40,41.6,12/2/2014,80550096.2,41.69,41.7,110586,buy,Dilbert
BMBLY,16332,16.751943,12/2/2014,761300221.9,99,99,3575941,buy,Dilbert
BMI  ,59,55.81,12/2/2014,14187514.78,55.66,55.66,22940,buy,Dilbert
BML.P,25,25.13,12/2/2014,26117602.87,25.13,25.13,32432,buy,Dilbert
BMO  ,62479,71.534395,12/2/2014,660242527.7,71.02,72.16,5885878,buy,Dilbert
BMR  ,34837,21.605609,12/2/2014,196915884.3,21.46,21.67,1023373,buy,Dilbert
BMRC ,317,50.75,12/2/2014,5906111.527,50.51,50.75,6385,buy,Dilbert
BMRN ,73821,91.661283,12/2/2014,145051786.7,88.33,92.71,1606877,buy,Dilbert
BMS  ,362695,40.371172,12/2/2014,99138265.23,39.86,40.64,2306635,buy,Dilbert
BMTC ,100,28.905,12/2/2014,13686868.02,28.93,28.93,22249,buy,Dilbert
BMY  ,762338,59.221019,12/2/2014,1653993195,58.945,59.99,4503345,buy,Dilbert
BNCL ,1600,12.61,12/2/2014,79566423.47,12.61,12.61,661045,buy,Dilbert
BND  ,92024,82.424247,12/2/2014,289669385.3,82.39,82.5,5205881,buy,Dilbert
BNFT ,101473,24.619932,12/2/2014,25053020.64,24.04,25.305,225884,buy,Dilbert
BNK  ,200,17.9,12/2/2014,15993060.34,17.9,17.9,34960,buy,Dilbert
BNPQY,37260,31.612504,12/2/2014,2493010505,99,99,9584490,buy,Dilbert
BNS  ,38007,60.481049,12/2/2014,1230650047,60.2831,60.88,4524857,buy,Dilbert
BOBE ,18868,55.457372,12/2/2014,23076000.69,55.09,55.92,686147,buy,Dilbert
BOE  ,1232,13.9875,12/2/2014,69892826,13.96,13.99,207179,buy,Dilbert
BOFI ,18988,75.379695,12/2/2014,14883150.67,73.95,76.91,319532,buy,Dilbert
BOH  ,9012,56.956431,12/2/2014,43578459.13,56.8,57,174833,buy,Dilbert
BOI  ,226,16.54,12/2/2014,22714000,16.55,16.55,88516,buy,Dilbert
BOKF ,23430,61.578239,12/2/2014,68416107.74,60.93,62.08,549598,buy,Dilbert
BONA ,572,6.79575,12/2/2014,99,6.73,6.82,86025,buy,Dilbert
BONT ,2079,7.811818,12/2/2014,18299164.27,7.71,8,223081,buy,Dilbert
BOTA ,108200,2.218357,12/2/2014,35172244.92,2.22,2.26,44690,buy,Dilbert
BOXC ,100,24.34,12/2/2014,26295142.97,24.7,24.7,68578,buy,Dilbert
BP   ,172085,40.578437,12/2/2014,2930417971,39.865,41.185,26833537,buy,Dilbert
BPFH ,51746,12.72422,12/2/2014,81305345.34,12.7,13.03,221879,buy,Dilbert
